"market_id","n_snapshots","loss_mean","loss_target","volumeNum","volume_per_analyst","val_eikon_eps_stddev_estimate","val_surprise","market_cap_usd_asof","analysts_covering_asof","turnover_6m_avg_daily_volume","volatility_6m","open_time_days","log_volume","log_volume_per_analyst","eps_stddev","surprise","log_market_cap","analysts","log_turnover","log_volatility_6m","firm_id","firm_market_number","prior_markets_for_firm","post_first_market"
"1114909",9,0.00453,0.0121,97961.83422,5762.46083647059,0.90803,0.22,1402733588425.96,17,12218384.4296875,0.020875174053886,9.92637731481481,11.1080839101247,8.64901914451803,0.334929,0.22,26.8640512231621,17,16.3184523777483,0.0206602731910951,"TSM",1,0,0
"1118155",9,0.099925,0.0361,17864.819232,1786.4819232,0.01017,0.089999999999999,124425979116.88,10,56145.4365079365,0.02233545621282,15.0074652777778,9.79064462622112,7.48856316162192,0.01017,0.089999999999999,25.5469768307931,10,10.9357184943581,0.0220896729660745,"IBKR",2,1,1
"1118156",9,0.0898861111111111,0.0529,7429.686056,275.17355762963,0.13814,0.12,36741024371.61,27,72866.5555555556,0.024825751586292,14.9609606481481,8.9133734693845,5.62102950007657,0.13814,0.12,24.327159797989,27,11.1963987648232,0.0245225996865987,"UAL",1,0,0
"1118157",9,0.0814222222222222,0.0625,4260.217618,304.301258428571,0.06214,0.229999999999999,9773649054.09,14,4756.55555555556,0.015928174264753,14.9880208333333,8.35731022424459,5.72129902167328,0.06214,0.229999999999999,23.0029557290816,14,9.28714543357954,0.0158026520360015,"WTFC",1,0,0
"1118261",9,0.139377777777778,0.1936,6911.297705,3455.6488525,0.0785,0.07,1522004103.68,2,1037.67716535433,0.023077901879473,17.0058680555556,8.8410573803029,8.1480548589742,0.0785,0.07,21.1432937926241,3,9.28714543357954,0.0228156344900106,"BFC",1,0,0
"1118262",9,0.0837694444444445,0.034225,75530.166069,1678.44813486667,0.0247,0.01,371550269200,45,501864.571428571,0.018692513342585,14.4309606481481,11.1080839101247,7.42622052728147,0.0247,0.01,26.640950006082,45,13.1260875768139,0.0185199553600054,"NFLX",2,1,1
"1118263",9,0.0459138888888889,0.018225,13939.05248,580.793853333333,0.02076,0.07,84592000000,24,9104862.42857143,0.012982752466322,14.5379513888889,9.54252144901331,6.36611618109181,0.02076,0.07,25.1611055364395,24,16.0243192714236,0.0128991989284322,"USB",2,1,1
"1118342",9,0.0829416666666667,0.055225,13078.169675,544.923736458333,0.00887,0.019999999999999,23337829170,24,22885440.5952381,0.014796412128069,14.5517476851852,9.47877614249163,6.30247928917295,0.00887,0.019999999999999,23.8733414504818,24,16.4433774877375,0.0146880131908873,"KEY",2,1,1
"1118343",9,0.0191944444444444,0.011025,43951.518534,2197.5759267,0.02544,0.02,88980838181.8,20,3013236.74603175,0.015039170470891,14.1492939814815,10.6908652059994,7.69556512370794,0.02544,0.02,25.2116868821698,20,14.9185257217475,0.0149272033460511,"MMM",2,1,1
"1118344",9,0.0667972222222222,0.050625,13720.47523,2744.095046,0.04185,0.059999999999999,863178966.4,5,3849.84126984127,0.017432069963276,14.5360069444444,9.52671741955206,7.91757097848081,0.04185,0.059999999999999,20.5761326046048,5,9.28714543357954,0.017281874399097,"MBWM",1,0,0
"1125126",9,0.206688888888889,0.837225,60301.467645,2621.80294108696,0.02524,0.02,63110875300,23,7784844.87301587,0.012871900740781,14.8194328703704,11.0071283046806,7.87199884974272,0.02524,0.02,24.8681589418807,23,15.8676895651115,0.0127897619305942,"TFC",2,1,1
"1125566",8,0.0324375,0.042025,16754.322297,5584.774099,0.02625,0.07,526849960,3,538.032,0.023059431021187,6.53113425925926,9.72647123585629,8.62797830512168,0.02625,0.07,20.1007726202039,3,9.28714543357954,0.0227975801219196,"UNTY",2,1,1
"1125598",9,0.0886861111111111,0.119025,22681.523845,1334.207285,0.31648,0.519999999999999,169043121391.86,17,609620.75,0.014548703726685,8.6033912037037,10.0293500322942,7.19684182844418,0.31648,0.519999999999999,25.8534196754875,17,13.3205939618519,0.014443886747653,"BLK",2,1,1
"1125627",9,0.020975,0.00422499999999999,28083.551227,1404.17756135,0.02912,0.03,184481575461.4,20,2292984.33333333,0.012950767507002,14.6323032407407,10.2429749257397,7.24791895196785,0.02912,0.03,25.9408154334426,20,14.6453651655411,0.0128676234013902,"SCHW",2,1,1
"1125915",9,0.485086111111111,0.2304,35829.907273,1378.07335665385,0.03116,-0.049999999999999,526816467003.32,26,8516679.07142857,0.00971947496773,14.603275462963,10.4865661315804,7.2291670719215,0.03116,-0.049999999999999,26.8640512231621,26,15.9575371598893,0.0116712063567068,"JNJ",2,1,1
"1126021",9,0.0854138888888889,0.038025,9429.74613,449.03553,0.01782,0.019999999999999,26106509022.68,21,4456710.4047619,0.015487546634255,14.090474537037,9.15173049550911,6.1093265352031,0.01782,0.019999999999999,23.9854505080252,21,15.3099216988253,0.0153688386782775,"CFG",2,1,1
